MW,Sv,Se,Sp,Si,nAT,nBT,nBM,nDB,nAB,nHM,nHet,totalcharge,nCIR,MCD,NRS,NNRS,D/Dtr05,D/Dtr06,Ges,Hy,NAME,Type
256.11,16.816,23.924,17.267,26.21,23,24,12,0,12,2,7,0,2,0.75,2,1,0,96.469,13,2.32,2918,fda
256.48,25.858,48.792,29.091,57.062,50,49,1,1,0,0,2,0,0,0,0,0,0,0,17,-0.389,1012,fda
256.81,21.853,37.691,23.938,43.302,38,37,7,1,6,1,4,0,1,0.353,1,1,0,59.001,15,0.411,1873,fda
256.83,20.272,32.673,22.608,37.182,33,33,7,1,6,2,4,0,2,0.75,2,1,0,92.601,11,-0.229,699,fda
257.26,19.502,36.876,21.029,41.63,36,35,1,1,0,1,8,0,0,0,0,0,0,0,13,0.696,2786,fda
257.3,20.28,34.985,20.648,39.369,34,34,4,4,0,0,7,0,1,0.333,1,1,0,66.937,18,0.538,99,fda
257.31,21.853,34.269,22.699,38.033,34,35,13,2,11,0,4,0,2,0.579,2,1,56.059,65.136,17,-0.301,1563,fda
257.8,21.348,36.909,23.182,42.385,37,36,7,1,6,1,5,0,1,0.353,1,1,0,57.395,13,1.251,2671,fda
258.083,19.464,20.611,51.312,21.873,21,17,3,3,0,3,10,0,0,0,0,0,0,0,7,0.138,2897,fda
258.24,20.208,30.055,20.08,32.123,29,30,14,2,12,0,5,0,2,0.632,2,1,0,128.07,19,0.393,1229,fda
258.25,20.009,30.047,19.875,32.495,29,31,10,4,6,0,6,0,4,0.789,2,0.667,33.956,97.428,14,-0.198,47,fda
258.29,21.547,33.494,22.148,36.744,33,34,13,2,11,0,4,0,3,0.526,1,0.5,0,87.682,19,-0.776,1546,fda
258.29,21.547,33.494,22.148,36.744,33,34,13,2,11,0,4,0,3,0.526,1,0.5,0,89.773,19,-0.301,1604,fda
258.29,21.547,33.494,22.148,36.744,33,34,10,4,6,0,4,0,2,0.632,2,1,0,132.385,17,-0.776,2341,fda
258.35,17.669,26.873,18.716,29.126,26,27,12,2,10,2,7,0,3,0.562,1,0.5,31.664,38.631,15,0.634,1322,fda
259.23,18.69,35.32,19.722,39.425,34,33,1,1,0,1,9,0,1,0.187,1,1,0,0,11,5.484,1353,fda
259.25,18.987,32.687,18.551,35.827,31,32,6,1,5,0,9,0,2,0.556,2,1,99.037,0,18,4.167,2653,fda
259.29,20.843,32.705,21.188,36.199,32,34,9,3,6,0,6,0,4,0.789,2,0.667,33.75,98.799,19,1.2,12,fda
259.38,23.719,39.592,25.529,45.069,40,42,7,1,6,0,3,0,6,0.632,1,0.333,66.161,35.919,19,-0.353,85,fda
259.83,20.492,33.782,22.818,38.308,34,34,6,1,5,2,4,0,2,0.687,2,1,39.083,47.139,15,-0.229,1779,fda
260.25,19.161,32.654,18.79,35.874,31,32,3,3,0,0,8,0,2,0.611,2,1,48.292,57.51,18,1.361,802,fda
260.26,20.735,31.938,20.841,34.538,31,33,12,2,10,0,5,0,6,0.684,1,0.333,29.176,66.593,19,-0.724,2070,fda
260.28,20.337,31.924,20.432,35.282,31,32,14,3,11,0,7,0,2,0.579,2,1,59.23,68.952,15,-0.146,986,fda
260.33,20.492,30.36,21.58,33.039,30,31,13,2,11,1,4,0,2,0.611,2,1,55.385,61.557,16,-0.28,324,fda
260.33,21.676,35.363,22.5,39.903,35,36,12,0,12,0,6,0,2,0.632,2,1,0,128.291,19,2.038,1734,fda
260.33,20.492,30.36,21.58,33.039,30,31,13,2,11,1,4,0,2,0.611,2,1,52.181,62.452,16,-0.28,1963,fda
261.11,17.266,29.549,19.409,33.349,29,29,1,1,0,3,7,0,1,0.429,1,1,0,47.849,14,0.043,105,fda
261.14,16.658,27.389,17.841,30.748,27,26,7,1,6,1,5,0,1,0.429,1,1,0,44.403,9,-0.626,223,fda
261.27,20.71,31.898,20.875,34.957,31,33,9,3,6,0,5,0,7,0.684,1,0.333,0,97.696,19,-0.249,888,fda
261.69,18.385,30.356,18.5,33.352,29,30,3,3,0,1,8,0,6,0.706,1,0.333,45.003,30.547,16,1.424,434,fda
261.72,20.439,30.382,21.341,33.352,30,31,13,1,12,1,4,0,2,0.667,2,1,0,114.949,18,0.374,426,fda
262.24,19.724,30.375,19.33,32.704,29,31,9,3,6,0,7,0,6,0.684,1,0.333,34.22,66.801,19,-0.146,1341,fda
262.25,19.525,30.367,19.125,33.076,29,30,15,4,11,0,8,0,3,0.526,1,0.5,0,95.487,19,-0.094,1318,fda
262.28,21.58,30.393,21.966,33.076,30,33,15,3,12,0,4,0,6,0.9,2,0.5,64.44,87.159,19,0.311,630,fda
262.28,21.58,30.393,21.966,33.076,30,33,15,3,12,0,4,0,6,0.9,2,0.5,65.222,90.567,10,0.311,1038,fda
262.38,23.939,40.702,25.739,46.195,41,42,7,1,6,0,3,0,2,0.632,2,1,0,129.465,18,-0.353,2539,fda
262.71,19.934,29.6,20.585,32.435,29,30,13,1,12,1,5,0,2,0.667,2,1,0,114.949,18,0.429,1670,fda
263.23,18.324,31.058,17.517,34.088,29,30,3,3,0,0,9,0,2,0.611,2,1,48.592,56.538,17,2.268,292,fda
263.35,19.997,34.884,21.017,38.787,34,33,8,2,6,1,7,0,1,0.353,1,1,0,38.571,14,2.236,1202,fda
263.39,23.036,39.905,24.574,46.022,40,39,8,1,6,0,6,0,1,0.316,1,1,0,69.421,14,2.038,1344,fda
263.42,24.773,43.36,27.052,49.899,44,45,6,0,6,0,3,0,2,0.632,2,1,0,131.774,14,0.29,1181,fda
263.81,20.724,30.687,22.841,34.269,31,33,11,0,11,2,3,0,4,0.882,2,0.667,35.261,88.033,17,-0.807,2443,fda
264.08,13.182,20.134,15.171,22.587,20,19,7,1,6,1,4,0,1,0.545,1,1,0,30.752,7,-0.031,1705,fda
264.22,20.659,34.913,22.79,39.748,35,34,6,0,6,2,4,0,1,0.375,1,1,0,53.821,13,0.451,2158,fda
264.34,19.81,30.673,20.625,33.993,30,31,14,2,12,1,7,0,2,0.667,2,1,0,124.207,15,1.306,862,fda
264.35,23.127,39.145,24.432,43.99,39,39,5,5,0,0,4,0,1,0.316,1,1,0,69.942,18,0.341,2232,fda
264.36,22.928,39.138,24.228,44.362,39,39,8,2,6,0,5,0,1,0.316,1,1,0,76.291,17,1.148,20,fda
264.41,24.267,42.578,26.296,48.983,43,46,1,1,0,0,4,0,12,0.895,1,0.25,0,101.936,18,-0.776,599,fda
264.73,20.461,31.484,21.347,34.851,31,31,13,2,11,1,5,0,2,0.611,2,1,51.956,57.97,14,-0.225,487,fda
265.18,18.11,30.669,18.437,33.179,29,28,8,2,6,1,9,0,1,0.353,1,1,0,56.51,15,3.29,1594,fda
265.26,19.229,34.898,18.767,38.452,33,33,2,2,0,0,10,0,1,0.333,1,1,0,64.949,18,3.244,108,fda
265.37,20.842,33.338,22.142,37.325,33,34,11,1,10,1,6,0,3,0.5,1,0.5,38.538,46.73,17,0.483,246,fda
265.39,24.279,38.374,26.108,43.816,39,42,12,0,12,0,3,0,11,0.95,1,0.25,0,83.512,20,-0.836,452,fda
266.12,16.573,26.455,16.733,29.416,25,24,8,2,6,2,10,0,1,0.375,1,1,0,51.898,15,6.656,353,fda
266.29,20.579,34.134,20.648,37.907,33,35,7,2,5,0,8,0,4,0.737,2,0.667,82.257,44.346,17,-0.569,1209,fda
266.328,21.339,25.044,41.528,27.792,25,26,10,5,5,1,8,0,4,0.833,2,0.667,36.94,72.397,14,-0.545,2727,fda
266.33,22.434,34.153,23.284,38.279,34,37,13,1,12,0,5,0,7,0.9,2,0.5,0,66.992,19,-0.271,314,fda
266.36,24.171,37.607,25.762,42.156,38,39,14,2,12,0,2,0,2,0.6,2,1,0,143.278,8,0.213,378,fda
266.36,24.171,37.607,25.762,42.156,38,39,14,2,12,0,2,0,2,0.6,2,1,0,130.44,20,0.213,582,fda
266.36,24.171,37.607,25.762,42.156,38,39,14,2,12,0,2,0,2,0.6,2,1,0,128.289,10,0.213,589,fda
266.38,23.455,41.022,24.989,46.777,41,41,7,1,6,0,5,0,1,0.316,1,1,0,72.59,16,1.986,1559,fda
266.38,23.455,41.022,24.989,46.777,41,42,6,0,6,0,5,0,2,0.632,2,1,0,126.898,17,-0.249,2035,fda
266.57,17.181,25.695,18.398,28.403,25,25,7,1,6,3,6,0,2,0.733,2,1,35.31,43.995,11,0.626,659,fda
267.28,20.073,33.353,19.892,36.99,32,34,10,0,10,0,9,0,4,0.737,2,0.667,79.738,44.396,19,3.099,252,fda
267.28,20.073,33.353,19.892,36.99,32,34,10,0,10,0,9,0,4,0.737,2,0.667,79.738,44.396,19,3.099,338,fda
267.28,20.073,33.353,19.892,36.99,32,33,5,5,0,0,9,0,2,0.579,2,1,52.402,63.208,19,0.6,737,fda
267.28,20.073,33.353,19.892,36.99,32,34,7,2,5,0,9,0,4,0.737,2,0.667,80.32,44.608,19,3.099,2306,fda
267.32,21.293,40.229,21.801,45.116,39,39,0,0,0,0,8,0,1,0.333,1,1,0,64.06,16,6.208,1172,fda
267.34,20.03,31.782,20.835,35.119,31,32,13,2,11,1,7,0,2,0.611,2,1,53.786,61.771,15,1.306,410,fda
267.38,21.567,35.229,23.108,39.368,35,35,9,2,6,1,5,0,3,0.5,1,0.5,23.278,28.285,17,0.429,510,fda
267.41,24.487,43.687,26.506,50.109,44,44,6,0,6,0,4,0,1,0.316,1,1,0,72.772,16,0.341,1853,fda
268.26,19.767,32.578,19.341,35.701,31,33,7,2,5,0,9,0,4,0.737,2,0.667,79.738,44.396,19,2.193,648,fda
268.28,22.02,32.611,22.386,35.329,32,34,14,2,12,0,4,0,4,0.8,2,0.667,0,151.206,18,-0.32,575,fda
268.31,21.106,36.018,21.409,40.322,35,36,4,4,0,0,8,0,2,0.632,2,1,0,130.287,13,0.548,1954,fda
268.31,21.106,36.018,21.409,40.322,35,37,6,1,5,0,8,0,4,0.789,2,0.667,76.088,0,19,2.142,2480,fda
268.311,24.003,35.196,36.244,39.614,36,36,8,2,6,1,4,0,2,0.579,2,1,55.085,60.562,15,-0.776,2801,fda
268.32,18.71,37.054,20.682,42.049,36,32,1,1,0,2,10,0,0,0,0,0,0,0,11,10.485,2755,fda
268.38,24.698,39.491,26.523,44.571,40,41,13,1,12,0,2,0,2,0.6,2,1,0,143.278,8,0.213,379,fda
268.4,23.982,42.905,25.75,49.192,43,43,3,3,0,0,5,0,2,0.632,2,1,0,89.049,17,1.986,811,fda
268.77,21.514,35.251,22.87,39.681,35,36,7,1,6,1,5,0,2,0.667,2,1,0,130.569,14,-0.225,903,fda
269.13,19.245,27.604,20.193,29.798,27,28,12,0,12,2,4,0,2,0.706,2,1,0,107.909,9,0.411,1999,fda
269.3,20.6,35.236,20.654,39.405,34,35,10,0,10,0,9,0,4,0.737,2,0.667,74.565,41.842,18,4.059,2332,fda
269.44,24.815,45.563,27.063,52.896,46,46,2,2,0,0,5,0,1,0.263,1,1,64.993,0,15,-0.249,746,fda
269.85,23.885,41.356,26.455,47.634,42,42,6,0,6,1,3,0,2,0.722,2,1,0,51.779,17,-0.334,900,fda
270.1,15.303,21.786,15.471,22.389,20,20,9,3,6,3,8,0,1,0.4,1,1,0,51.943,11,0.061,2168,fda
270.23,19.256,29.814,18.54,32.51,28,29,12,1,11,0,7,0,2,0.579,2,1,59.422,66.012,15,-0.146,77,fda
270.23,19.256,29.814,18.54,32.51,28,28,9,2,6,0,7,0,1,0.316,1,1,0,71.241,15,0.497,1213,fda
270.25,21.208,31.055,21.08,33.123,30,32,14,2,12,0,5,0,4,0.8,2,0.667,0,147.133,18,1.103,122,fda
270.25,21.208,31.055,21.08,33.123,30,32,14,2,12,0,5,0,4,0.8,2,0.667,0,147.779,18,1.103,554,fda
270.25,21.208,31.055,21.08,33.123,30,32,14,2,12,0,5,0,4,0.8,2,0.667,0,146.155,18,1.103,559,fda
270.25,21.208,31.055,21.08,33.123,30,32,14,2,12,0,5,0,6,0.7,1,0.333,0,105.488,20,1.103,573,fda
270.3,22.547,34.494,23.148,37.744,34,36,13,3,10,0,4,0,6,0.65,1,0.333,32.469,77.645,19,-0.787,1018,fda
270.37,18.47,27.865,19.511,30.498,27,28,13,2,11,2,8,0,2,0.647,2,1,50.486,58.329,14,1.424,424,fda
270.39,21.589,36.331,23.114,40.866,36,36,9,3,6,1,6,0,1,0.333,1,1,0,68.005,15,0.483,649,fda
270.4,25.224,41.374,27.284,46.986,42,45,7,1,6,0,2,0,10,0.85,1,0.25,27.095,86.643,20,-0.419,262,fda
270.4,25.224,41.374,27.284,46.986,42,43,12,0,12,0,2,0,2,0.6,2,1,0,143.278,8,0.213,668,fda
270.51,27.385,51.676,30.853,60.477,53,52,1,1,0,0,2,0,0,0,0,0,0,0,19,-0.879,2338,fda
270.51,27.385,51.676,30.853,60.477,53,52,1,1,0,0,2,0,0,0,0,0,0,0,18,-0.879,2411,fda
270.84,23.38,40.574,25.699,46.717,41,40,7,1,6,1,4,0,1,0.333,1,1,0,62.915,11,-0.28,1486,fda
271.83,22.875,39.792,24.944,45.8,40,39,7,1,6,1,5,0,1,0.333,1,1,0,63.994,13,1.197,1307,fda
272.11,16.528,27.862,17.364,29.986,26,26,7,2,5,2,11,0,1,0.312,1,1,51.281,0,11,3.523,2876,fda
272.28,21.218,36.36,21.273,39.787,35,36,6,0,6,0,7,0,2,0.632,2,1,0,126.784,17,2.995,555,fda
272.28,21.218,36.36,21.273,39.787,35,36,6,0,6,0,7,0,2,0.632,2,1,0,126.784,17,2.995,1711,fda
272.291,20.4,27.051,31.892,29.826,27,28,14,2,12,2,8,0,2,0.667,2,1,0,124.981,13,0.592,1460,fda
272.31,19.438,31.335,19.739,34.04,30,31,4,4,0,1,8,0,3,0.444,1,0.5,0,49.211,18,1.361,2932,fda
272.42,25.751,43.258,28.046,49.401,44,47,6,0,6,0,2,0,10,0.85,1,0.25,27.095,86.643,19,0.213,289,fda
272.42,25.751,43.258,28.046,49.401,44,47,6,0,6,0,2,0,10,0.85,1,0.25,27.095,86.643,19,0.213,2632,fda
272.81,22.568,39.018,24.392,44.511,39,38,7,1,6,1,5,0,1,0.333,1,1,0,63.994,13,0.429,1111,fda
273.14,14.982,26.894,17.665,30.959,27,25,1,1,0,1,4,0,0,0,0,0,0,0,8,-0.614,1519,fda
273.26,21.229,32.156,21.085,34.621,31,32,15,3,12,0,6,0,2,0.6,2,1,0,136.562,17,0.41,1109,fda
273.27,21.031,32.149,20.881,34.993,31,33,10,4,6,0,7,0,4,0.75,2,0.667,35.998,103.475,20,1.201,210,fda
273.73,21.439,31.382,22.341,34.352,31,33,16,1,15,1,4,0,6,0.684,1,0.333,26.781,75.738,19,0.341,1193,fda
273.76,19.341,29.785,20.443,32.482,29,30,9,3,6,2,6,0,2,0.706,2,1,0,103.193,14,-0.634,455,fda
274.19,18.239,25.058,19.648,27.235,25,27,13,1,12,1,3,0,4,0.937,2,0.667,26.943,78.234,14,-0.795,2416,fda
274.271,23.224,30.538,34.756,33.74,31,32,14,2,12,1,5,0,3,0.85,3,1,48.54,117.901,11,-0.271,703,fda
274.32,20.482,29.796,21.068,32.206,29,31,18,2,16,1,6,0,4,0.789,2,0.667,36.885,102.06,16,0.445,2508,fda
274.45,26.079,45.134,28.603,52.188,46,47,7,1,6,0,3,0,2,0.6,2,1,0,135.513,16,-0.37,1890,fda
275.24,20.219,30.593,19.574,32.787,29,30,15,4,11,0,8,0,2,0.55,2,1,63.876,74.72,17,0.508,1224,fda
275.29,21.557,34.033,21.642,37.408,33,34,14,3,11,0,7,0,2,0.55,2,1,62.804,72.353,17,-0.64,2063,fda
275.291,20.621,28.16,32.102,30.953,28,29,13,2,11,2,8,0,2,0.611,2,1,54.086,62.758,15,0.592,1592,fda
275.38,24.434,40.92,25.983,46.278,41,43,7,1,6,0,4,0,3,0.8,3,1,108.808,64.714,18,-0.32,163,fda
275.38,24.434,40.92,25.983,46.278,41,43,7,1,6,0,4,0,3,0.8,3,1,108.808,64.714,18,-0.32,527,fda
275.38,19.416,30.865,20.688,33.667,30,31,10,4,6,2,7,0,3,0.588,1,0.5,0,76.228,15,0.584,1330,fda
276.23,21.659,35.913,23.79,40.748,36,35,7,1,6,2,4,0,1,0.353,1,1,0,58.249,14,-0.256,653,fda
276.24,19.498,32.025,18.756,35.135,30,30,9,3,6,0,8,0,1,0.316,1,1,0,69.222,15,-0.094,404,fda
276.261,20.513,27.393,31.756,29.292,27,27,10,4,6,2,7,0,3,0.556,1,0.5,0,76.228,15,-0.6,2600,fda
276.3,23.305,33.284,23.932,36.119,33,36,18,2,16,0,3,0,10,0.81,1,0.25,27.414,90.161,20,-0.844,614,fda
276.31,23.106,33.276,23.727,36.491,33,36,15,3,12,0,4,0,6,0.857,2,0.5,67.682,88.946,20,-0.338,1799,fda
276.32,22.272,40.127,22.796,44.618,39,38,3,3,0,0,7,0,0,0,0,0,0,0,13,-0.146,2128,fda
276.34,21.008,31.68,21.83,34.621,31,32,15,3,12,1,6,0,2,0.632,2,1,0,136.795,14,1.2,1420,fda
276.41,25.466,43.585,27.5,49.611,44,45,7,1,6,0,3,0,2,0.6,2,1,0,143.146,17,-0.37,1230,fda
276.77,19.363,30.887,20.449,33.98,30,30,9,3,6,2,7,0,1,0.353,1,1,0,62.954,14,0.584,1211,fda
277.25,20.25,35.102,21.301,39.172,34,33,8,2,6,1,9,0,1,0.333,1,1,0,45.198,13,3.19,2529,fda
277.251,21.191,31.614,31.921,35.239,31,31,10,0,10,1,10,0,3,0.474,1,0.5,37.441,45.063,16,2.245,1681,fda
277.28,21.976,41.992,24.534,48.701,42,39,0,0,0,2,6,0,0,0,0,0,0,0,7,2.259,1098,fda
277.29,18.329,34.309,18.074,37.209,32,30,3,3,0,1,11,0,0,0,0,0,0,0,15,6.536,1029,fda
277.3,18.767,27.444,18.597,29.827,26,28,17,2,15,1,10,0,4,0.737,2,0.667,83.897,44.556,18,0.009,298,fda
277.32,21.885,35.909,22.199,40.196,35,37,8,3,5,0,8,0,4,0.7,2,0.667,85.493,47.162,20,2.966,1761,fda
277.331,19.566,25.025,31.534,27.248,25,26,13,2,11,3,8,0,2,0.647,2,1,50.786,58.38,14,0.641,2607,fda
277.44,26.816,42.821,29.381,49.065,44,46,13,1,12,0,1,0,6,0.714,1,0.333,0,74.586,12,-0.938,2598,fda
277.45,26.299,46.243,28.813,53.315,47,48,6,0,6,0,3,0,2,0.6,2,1,0,140.934,15,-0.37,1958,fda
278.26,19.723,35.116,19.011,38.535,33,33,3,3,0,0,11,0,1,0.263,1,1,59.543,0,19,3.202,1783,fda
278.28,21.282,37.767,22.818,42.504,37,38,2,2,0,1,8,0,3,0.611,3,1,37.33,0,12,2.214,2836,fda
278.34,17.78,31.956,18.261,34.422,30,29,4,4,0,2,10,0,0,0,0,0,0,0,7,0.818,2477,fda
278.35,22.918,38.574,23.716,43.528,38,39,8,3,5,0,7,0,3,0.45,1,0.5,45.706,51.569,20,-0.64,1333,fda
278.37,21.336,33.556,22.387,37.408,33,34,14,2,12,1,7,0,2,0.632,2,1,0,132.052,13,1.251,863,fda
278.37,21.336,33.556,22.387,37.408,33,34,14,2,12,1,7,0,2,0.632,2,1,0,132.052,16,1.251,1782,fda
278.38,24.654,42.029,26.193,47.405,42,42,8,2,6,0,4,0,1,0.3,1,1,0,76.231,10,-0.787,1825,fda
278.48,27.332,48.909,30.33,56.647,50,49,4,4,0,0,2,0,0,0,0,0,0,0,20,-0.419,2015,fda
279.052,18.268,24.167,41.176,26.4,24,21,2,2,0,4,12,0,0,0,0,0,0,0,8,3.719,2647,fda
279.13,18.507,32.76,20.625,36.973,32,31,1,1,0,3,8,0,1,0.4,1,1,0,48.594,11,1.573,478,fda
279.15,18.804,30.127,19.455,33.376,29,29,4,4,0,2,8,0,2,0.647,2,1,42.596,51.057,16,1.424,980,fda
279.22,19.438,33.545,19.994,36.966,32,32,4,4,0,1,10,0,1,0.333,1,1,0,67.644,17,3.244,2657,fda
279.71,19.627,33.567,19.716,36.977,32,32,3,3,0,1,9,0,2,0.611,2,1,45.292,53.644,17,3.19,1931,fda
280.32,22.424,33.589,22.773,37.445,33,34,11,3,6,0,7,0,2,0.571,2,1,0,148.992,17,0.425,650,fda
280.34,20.524,32,21.08,35.202,31,32,14,2,12,1,8,0,2,0.632,2,1,0,134.44,14,1.303,229,fda
280.34,24.359,37.051,25.455,40.95,37,39,14,2,12,0,3,0,4,0.762,2,0.667,0,163.192,19,-0.385,540,fda
280.34,24.359,37.051,25.455,40.95,37,39,14,2,12,0,3,0,4,0.762,2,0.667,0,160.902,17,-0.844,643,fda
280.34,20.524,32,21.08,35.202,31,32,14,2,12,1,8,0,2,0.632,2,1,0,132.536,16,1.303,924,fda
280.34,20.524,32,21.08,35.202,31,32,14,2,12,1,8,0,2,0.632,2,1,0,134.44,15,1.303,1274,fda
280.34,20.524,32,21.08,35.202,31,32,14,2,12,1,8,0,2,0.632,2,1,0,130.944,15,1.303,1628,fda
280.5,27.858,50.792,31.091,59.062,52,51,3,3,0,0,2,0,0,0,0,0,0,0,20,-0.419,2048,fda
280.78,22.514,36.251,23.87,40.681,36,36,12,1,11,1,5,0,2,0.579,2,1,52.335,58.001,16,-0.724,2542,fda
280.88,25.192,43.131,28.006,49.923,44,44,7,1,6,1,3,0,2,0.579,2,1,52.252,60.433,13,-0.353,735,fda
281.25,20.762,31.596,20.296,34.427,30,31,13,1,12,0,6,0,2,0.6,2,1,0,132.683,18,0.41,1288,fda
281.37,21.557,34.665,22.597,38.534,34,35,12,2,10,1,7,0,3,0.474,1,0.5,41.649,49.844,19,0.497,367,fda
281.48,27.87,46.589,30.904,53.896,48,49,12,0,12,0,1,0,2,0.571,2,1,0,165.382,10,-0.938,2597,fda
281.54,28.692,53.45,32.404,62.766,55,55,1,1,0,0,2,0,1,0.35,1,1,0,0,20,-0.886,1571,fda
281.59,18.202,27.796,19.404,30.901,27,27,7,1,6,3,7,0,2,0.687,2,1,39.488,47.862,12,2.32,2374,fda
281.86,24.885,42.356,27.455,48.634,43,43,7,1,6,1,3,0,2,0.632,2,1,0,128.049,14,-0.828,1237,fda
282.013,20.968,33.815,57.369,36.439,33,28,3,3,0,0,14,0,0,0,0,0,0,0,11,7.302,2860,fda
282.24,20.256,30.814,19.54,33.51,29,30,13,1,12,0,7,0,2,0.6,2,1,0,132.683,18,0.459,810,fda
282.32,23.348,35.487,23.943,39.116,35,37,17,1,16,0,5,0,4,0.714,2,0.667,42.284,113.146,19,-0.291,1816,fda
282.37,24.369,42.356,25.648,47.614,42,45,1,1,0,0,5,0,13,0.8,1,0.25,0,81.17,20,-0.738,94,fda
282.37,24.369,42.356,25.648,47.614,42,42,7,1,6,0,5,0,1,0.3,1,1,0,77.238,17,1.103,2329,fda
282.52,28.385,52.676,31.853,61.477,54,53,2,2,0,0,2,0,0,0,0,0,0,0,20,-0.419,1513,fda
282.57,17.896,27.022,18.852,29.612,26,25,8,2,6,3,7,0,1,0.375,1,1,0,53.17,12,2.32,1505,fda
282.85,24.38,41.574,26.699,47.717,42,42,7,1,6,1,4,0,2,0.474,2,1,0,64.588,14,0.341,866,fda
282.85,24.38,41.574,26.699,47.717,42,42,7,1,6,1,4,0,2,0.632,2,1,0,119.975,14,-0.301,874,fda
282.85,24.38,41.574,26.699,47.717,42,42,7,1,6,1,4,0,2,0.474,2,1,0,64.588,14,0.341,1980,fda
283.28,20.788,34.68,20.347,38.199,33,35,7,2,5,0,10,0,4,0.7,2,0.667,85.493,47.162,20,4.01,647,fda
283.33,23.323,35.447,23.978,39.535,35,37,14,2,12,0,5,0,4,0.762,2,0.667,0,152.178,20,0.331,933,fda
283.36,24.181,38.145,25.256,42.82,38,40,13,2,11,0,5,0,7,0.619,1,0.333,0,117.227,20,0.331,130,fda
283.38,23.466,41.56,24.483,47.441,41,41,7,2,5,0,8,0,3,0.45,1,0.5,22.521,26.992,18,-0.124,2355,fda
284.21,21.407,33.138,23.063,37.289,33,34,11,0,11,2,5,0,10,0.889,1,0.25,17.316,68.535,9,-0.225,2484,fda
284.26,21.678,31.233,21.358,33.625,30,32,18,1,17,0,6,0,3,0.81,3,1,53.506,135.879,21,-0.244,2091,fda
284.29,22.218,37.36,22.273,40.787,36,37,7,1,6,0,7,0,2,0.6,2,1,0,135.944,18,2.026,1013,fda
284.29,20.648,34.982,23.233,40.04,35,34,5,0,5,3,6,0,3,0.562,1,0.5,27.67,31.755,14,1.372,1682,fda
284.35,23.676,37.363,24.5,41.903,37,38,14,2,12,0,6,0,2,0.571,2,1,0,162.642,19,0.378,1285,fda
284.39,25.214,40.811,26.773,46.152,41,42,13,1,12,0,4,0,2,0.571,2,1,0,158.329,17,-0.338,407,fda
284.39,24.896,44.24,26.409,50.029,44,47,0,0,0,0,5,0,13,0.8,1,0.25,0,81.17,20,-0.271,571,fda
284.39,25.214,40.811,26.773,46.152,41,44,11,1,10,0,4,0,6,0.81,2,0.5,87.857,106.046,18,-0.338,1904,fda
284.41,19.48,34.171,20.705,38.162,33,34,4,4,0,2,10,0,2,0.706,2,1,0,114.014,8,0.757,1603,fda
284.46,24.971,39.232,27.512,44.653,40,42,12,0,12,1,3,0,6,0.7,1,0.333,0,109.612,12,-0.836,2571,fda
284.48,28.09,47.698,31.114,55.022,49,52,2,1,0,0,1,0,10,0.81,1,0.25,27.788,93.642,21,-0.479,1602,fda
284.54,28.912,54.559,32.614,63.892,56,55,1,1,0,0,2,0,0,0,0,0,0,0,19,-0.419,2006,fda
284.75,19.11,28.113,19.722,30.522,27,28,14,2,12,2,8,0,2,0.667,2,1,0,125.198,15,1.361,963,fda
285.27,20.457,33.865,19.83,37.33,32,34,10,0,10,0,10,0,4,0.7,2,0.667,85.493,47.162,20,3.065,189,fda
285.3,21.315,36.564,21.108,40.614,35,36,10,0,10,0,10,0,4,0.7,2,0.667,79.738,44.396,19,5.002,1786,fda
285.31,19.933,31.553,19.983,34.123,30,31,9,4,5,1,9,0,2,0.526,2,1,115.171,0,18,-0.517,1071,fda
285.33,23.687,33.16,24.313,36.737,33,35,19,0,17,0,5,0,3,0.773,3,1,65.321,150.846,12,-0.762,71,fda
285.37,24.907,40.036,26.222,44.863,40,42,9,3,6,0,4,0,4,0.714,2,0.667,53.192,133.216,19,-0.797,602,fda
285.4,22.809,38.44,24.324,42.993,38,38,9,3,6,1,6,0,1,0.316,1,1,0,70.676,13,-0.198,1110,fda
285.72,20.186,32.349,20.296,35.724,31,33,10,0,10,1,9,0,4,0.737,2,0.667,80.32,44.608,19,2.193,50,fda
285.8,23.579,35.814,25.205,40.345,36,38,13,1,12,1,4,0,11,0.9,1,0.25,21.026,54.509,19,0.311,1276,fda
285.85,24.6,42.683,26.909,48.843,43,42,7,1,6,1,4,0,1,0.316,1,1,0,68.161,17,0.341,2043,fda
286.25,21.923,32.382,21.534,34.332,31,33,14,2,12,0,6,0,4,0.762,2,0.667,0,155.567,19,1.921,584,fda
286.25,21.923,32.382,21.534,34.332,31,33,14,2,12,0,6,0,4,0.762,2,0.667,0,157.811,21,1.921,588,fda
286.31,22.745,39.244,23.034,43.203,38,39,6,0,6,0,7,0,2,0.6,2,1,0,132.164,20,2.917,608,fda
286.31,22.745,39.244,23.034,43.203,38,39,6,0,6,0,7,0,2,0.6,2,1,0,135.944,18,2.917,628,fda
286.38,24.004,39.24,25.057,44.69,39,42,11,1,10,0,7,0,5,0.81,3,0.75,89.386,50.631,20,1.968,1745,fda
286.42,25.542,42.687,27.33,48.939,43,44,12,0,12,0,5,0,2,0.571,2,1,0,154.647,16,-0.75,2187,fda
286.45,27.278,46.141,29.807,52.816,47,50,3,3,0,0,2,0,10,0.81,1,0.25,28.728,92.232,21,-0.432,1749,fda
